cluster	protein1	protein2	overall_score	total_align_length	total_gap_length	total_perfect_align	total_nonperfect_align	n_gaps
1565	P52815	P53163	0.36170212766	182	28	68	114	6
349	P54577	P36421	0.526992287918	380	162	205	175	9
469	Q9BVK2	P40351	0.374280230326	507	89	195	312	14
1520	Q9BRU9	Q12339	0.297619047619	246	11	75	171	6
431	Q96SB8	Q12749	0.251901140684	1024	157	265	759	28
1221	P61081	P52491	0.407608695652	181	9	75	106	3
1145	Q9ULC4	P89886	0.461538461538	178	6	84	94	4
1071	O00764	P39988	0.354098360656	296	32	108	188	9
538	P14324	P08524	0.443181818182	348	75	156	192	4
1478	Q9BVG4	Q08971	0.420689655172	142	95	61	81	3
1778	Q99685	P28321	0.224755700326	295	26	69	226	12
1230	O75396	P22214	0.356807511737	207	15	76	131	6
1475	O43542	P25301	0.278287461774	313	180	91	222	14
1211	Q01831	P14736	0.231506849315	694	306	169	525	36
1017	Q9H490	P41733	0.281725888325	387	55	111	276	7
278	Q5VYK3	P38737	0.245623941276	1707	299	435	1272	64
2038	Q9BYC8	P25348	0.165714285714	167	37	29	138	8
223	O95163	Q06706	0.293469708891	1235	211	373	862	36
988	P46776	P02406	0.61744966443	148	1	92	56	1
226	Q13206	P20448	0.409921671018	739	167	314	425	27
1107	P00441	P00445	0.541935483871	153	2	84	69	2
644	Q8NBU5	P28737	0.441926345609	345	33	156	189	8
1364	Q9NWT1	P20484	0.272237196765	359	88	101	258	12
1885	Q9UBB9	Q06411	0.205792682927	613	319	135	478	43
415	P10515	P12695	0.419491525424	463	203	198	265	9
585	Q08752	P53691	0.452054794521	358	25	165	193	7
881	P78316	Q99207	0.262958280657	765	137	208	557	26
1717	Q15906	Q03388	0.260162601626	349	461	96	253	20
1123	Q14677	P47160	0.316883116883	368	297	122	246	17
1568	Q92968	P80667	0.279202279202	335	119	98	237	16
657	O15229	P38169	0.371681415929	438	70	168	270	14
1902	Q96KP1	P89102	0.183082271147	830	235	158	672	33
517	Q9H2P9	P32469	0.549295774648	281	23	156	125	3
497	Q5JTH9	Q12754	0.261061946903	1094	337	295	799	36
1490	Q9HCE5	P25583	0.26443768997	317	157	87	230	12
488	Q9NXH9	P15565	0.354838709677	544	141	198	346	14
1810	Q06136	P38342	0.242718446602	298	56	75	223	11
1597	Q9UJA2	Q07560	0.264925373134	261	62	71	190	7
1945	Q9NRX2	P22353	0.251461988304	166	81	43	123	5
1971	O75947	P30902	0.2	159	17	33	126	6
1998	Q16540	P32387	0.24025974026	148	120	37	111	6
1779	Q9BUP3	P40008	0.302222222222	219	35	68	151	6
1821	Q969E8	Q06672	0.254054054054	180	36	47	133	5
1822	Q9NPE3	Q6Q547	0.593220338983	58	6	35	23	1
1990	Q92535	P46961	0.209737827715	254	69	56	198	13
1859	Q86U28	Q12425	0.299363057325	150	39	47	103	7
849	Q969N2	P38875	0.309058614565	543	102	174	369	20
1952	Q9Y312	P32357	0.196078431373	338	63	70	268	19
1556	P53990	P53843	0.28231292517	282	98	83	199	12
342	O95352	P38862	0.396226415094	618	97	252	366	18
1135	P56282	P24482	0.266544117647	524	168	145	379	20
1931	Q9UI14	P53633	0.25	172	17	45	127	8
918	Q9UBH6	P40528	0.274452554745	657	284	188	469	28
1161	O00628	P39108	0.327044025157	309	80	104	205	9
1405	Q6J4K2	Q12424	0.244701348748	494	358	127	367	25
1938	Q9NUD9	P38211	0.250620347395	380	166	101	279	23
256	Q9H4L7	P31380	0.335403726708	929	299	324	605	37
1065	P49721	P22141	0.437185929648	197	5	87	110	2
936	P49247	Q12189	0.4296875	248	73	110	138	8
1614	Q86U38	P47077	0.209225700165	584	134	127	457	23
1772	Q96DG6	P39721	0.227642276423	240	11	56	184	6
42	Q14562	P24384	0.456	1095	175	513	582	30
81	O60673	P14284	0.299046321526	1408	1818	439	969	60
539	Q9BVC4	P41318	0.470779220779	302	25	145	157	6
893	Q5C9Z4	Q06132	0.265682656827	776	207	216	560	37
691	P00491	Q05788	0.473867595819	282	36	136	146	5
1268	Q96BW9	P53230	0.335616438356	282	273	98	184	10
1291	P09001	P31334	0.338181818182	262	93	93	169	13
523	Q9UI26	Q02932	0.265513733469	954	99	261	693	29
219	P47897	P13188	0.408560311284	754	76	315	439	17
78	P36776	P36775	0.435817805383	946	200	421	525	20
389	P80404	P17649	0.408421052632	467	37	194	273	8
1642	Q86YN1	P53223	0.306382978723	227	23	72	155	8
89	Q92620	P15938	0.416184971098	1008	282	432	576	30
499	Q9Y263	P36037	0.330995792426	686	138	236	450	27
526	Q96GW9	P22438	0.368896925859	538	92	204	334	15
373	P31948	P15705	0.393829401089	542	48	217	325	9
649	Q9UG56	P39006	0.383693045564	404	101	160	244	13
1329	Q8WVC6	Q03941	0.374468085106	227	18	88	139	8
1577	Q6IN84	P25270	0.282051282051	302	161	88	214	10
152	Q9UNX4	Q12220	0.377317339149	896	94	346	550	21
54	P11021	P16474	0.655015197568	650	36	431	219	8
229	Q16851	P32861	0.5249500998	492	23	263	229	9
739	P49754	P38959	0.262254901961	789	268	214	575	27
1700	Q96FZ2	Q04471	0.279365079365	297	128	88	209	18
1204	O95260	P16639	0.308943089431	352	317	114	238	17
348	Q7KZ85	P23615	0.259074733096	1358	461	364	994	47
1699	Q7L5D6	Q12125	0.275974025974	293	53	85	208	15
1957	P10606	P04037	0.291044776119	127	30	39	88	7
945	P16260	P38702	0.363636363636	318	53	120	198	12
1759	Q8TCF1	P53899	0.25	246	50	64	182	10
805	P47756	P13517	0.476363636364	265	34	131	134	10
1465	P51946	P37366	0.274509803922	296	124	84	212	10
697	P25789	P23638	0.5	255	9	130	125	5
34	P26640	P07806	0.471544715447	1089	190	522	567	18
114	O15067	P38972	0.348679245283	1289	118	462	827	36
443	Q8NHQ9	P25808	0.375212224109	570	66	221	349	19
1790	Q96EK9	P34253	0.321554770318	273	121	91	182	10
664	P55010	P38431	0.398457583548	379	78	155	224	10
321	P39748	P26793	0.583554376658	371	20	220	151	6
946	P62256	P28263	0.532608695652	180	41	98	82	4
532	P55735	Q04491	0.5	294	31	151	143	8
783	Q6PD62	P89105	0.235063663075	980	290	240	740	41
1099	O43592	P33418	0.196721311475	937	188	192	745	39
607	Q86YJ6	P16120	0.359504132231	469	60	174	295	15
509	P60953	P19073	0.801047120419	191	0	153	38	0
1839	Q9Y3D6	P40515	0.23178807947	146	15	35	111	5
159	O15381	Q07844	0.44080604534	771	151	350	421	23
1535	Q99471	Q04493	0.360759493671	154	9	57	97	4
1891	Q96IV6	P38992	0.216560509554	296	90	68	228	18
15	Q9Y4A5	P38811	0.27724665392	3574	455	1015	2559	87
516	O95155	P54860	0.285092491839	890	483	262	628	29
1545	Q9H300	P53259	0.266871165644	312	101	87	225	14
128	P00395	P00401	0.580582524272	510	27	299	211	5
2016	Q9UDW1	P22289	0.327868852459	59	11	20	39	2
1580	Q9Y5X2	P40959	0.217090069284	417	142	94	323	16
744	O76071	Q05583	0.393393393393	320	29	131	189	13
1497	P36954	P27999	0.431034482759	112	23	50	62	4
306	P00390	P41921	0.491666666667	472	61	236	236	8
1725	O75381	P53112	0.218241042345	294	130	67	227	13
1360	O15403	P36032	0.222958057395	431	134	101	330	22
1013	O15498	P36015	0.472361809045	198	2	94	104	1
699	P54819	P07170	0.5625	221	19	126	95	3
1379	O60906	P40015	0.266503667482	392	116	109	283	17
1567	Q8N1B4	P39904	0.207070707071	569	226	123	446	25
1374	Q96FM1	P25625	0.27950310559	312	53	90	222	10
444	Q9BUQ8	P23394	0.382504288165	566	276	223	343	17
370	Q92993	Q08649	0.469248291572	427	104	206	221	12
1780	Q99426	P53904	0.281512605042	226	46	67	159	12
149	P10809	P19882	0.555944055944	566	13	318	248	6
761	P62277	P05756	0.774834437086	151	0	117	34	0
1668	Q6FI81	P36152	0.287197231834	276	108	83	193	13
244	Q9NRZ9	P43610	0.388816644993	742	207	299	443	27
1476	Q13573	P28004	0.278481012658	375	165	110	265	20
1062	Q9P272	P49957	0.353571428571	271	191	99	172	9
354	Q9NVU7	P53313	0.362844702467	675	104	250	425	14
942	P63279	P50623	0.556962025316	157	1	88	69	1
584	Q14534	P32476	0.365750528541	461	148	173	288	12
536	O15160	P07703	0.445103857567	332	17	150	182	5
1605	O95801	P33313	0.244623655914	353	66	91	262	19
974	Q8N5Z0	P53090	0.308788598575	410	105	130	280	11
696	O43242	P40016	0.324110671937	492	73	164	328	14
592	O76031	P38323	0.385714285714	477	199	189	288	13
1032	Q9UBX3	Q06143	0.366438356164	285	15	107	178	7
294	Q9H0S4	P38712	0.519015659955	443	70	232	211	4
132	P62191	P40327	0.71298405467	437	3	313	124	2
1381	Q8N159	Q01217	0.251509054326	480	437	125	355	17
859	O95620	Q06063	0.389570552147	316	52	127	189	10
524	Q7Z7A3	P53088	0.458823529412	333	41	156	177	7
1309	Q9BQG2	P53164	0.288515406162	344	158	103	241	13
1213	Q92504	P40544	0.312138728324	336	143	108	228	10
1718	Q5T6J7	Q03786	0.337078651685	171	38	60	111	7
1193	Q53HI1	P36125	0.358778625954	250	32	94	156	12
1314	Q15813	P39937	0.264344262295	470	105	129	341	18
157	Q8N442	P46943	0.472783825816	635	44	304	331	8
1208	Q96AA3	P38206	0.248120300752	515	85	132	383	17
875	Q5HYK3	P49017	0.439597315436	291	52	131	160	7
130	P33993	P38132	0.485596707819	719	126	354	365	10
1615	Q969G6	Q03778	0.402777777778	140	93	58	82	4
1840	Q9NQZ2	Q12136	0.254385964912	430	229	116	314	26
282	P42898	P53128	0.410684474124	583	90	246	337	16
1791	Q9Y296	Q03784	0.347150259067	184	70	67	117	9
973	P30041	P34227	0.474885844749	215	55	104	111	4
153	P30566	Q05911	0.624481327801	478	10	301	177	4
1549	Q99816	P25604	0.226666666667	364	47	85	279	11
624	O95396	P38820	0.383561643836	426	48	168	258	12
1228	Q6P587	P53889	0.382882882883	215	53	85	130	7
311	P35251	P38630	0.326789838337	840	329	283	557	26
1736	P61803	P46964	0.389380530973	109	25	44	65	4
338	P11177	P32473	0.567123287671	358	9	207	151	7
345	P00156	P00163	0.489528795812	379	7	187	192	3
666	Q9Y617	P33330	0.41018766756	365	35	153	212	8
1460	P25398	P48589	0.485074626866	131	13	65	66	3
1576	P62318	P43321	0.411764705882	100	27	42	58	2
910	Q9UJK0	Q12094	0.389438943894	291	43	118	173	12
1796	O43913	P50874	0.221967963387	419	76	97	322	18
108	Q99832	P42943	0.622710622711	542	9	340	202	4
1594	Q9BT17	Q03151	0.268221574344	331	39	92	239	12
1351	P60866	P38701	0.528925619835	119	2	64	55	2
1015	Q03426	P07277	0.325	387	65	130	257	13
1857	Q14691	Q12488	0.252525252525	191	22	50	141	7
1245	Q14978	P32583	0.297101449275	392	321	123	269	22
1964	Q9BRX5	Q12146	0.219101123596	171	68	39	132	7
1339	P53701	P06182	0.366935483871	240	57	91	149	8
927	O43818	Q06506	0.315334773218	448	152	146	302	15
1163	Q9UBM1	P05375	0.415	198	9	83	115	2
1391	Q9Y3E5	P34222	0.420765027322	179	29	77	102	4
1982	Q9H173	Q08199	0.1875	377	128	75	302	23
246	A2PYH4	P51979	0.301310043668	1104	414	345	759	41
207	Q8NEB9	P22543	0.363109048724	846	70	313	533	16
1926	Q9BRQ8	P52923	0.208219178082	350	51	76	274	15
1413	Q96HR8	P53919	0.274826789838	414	158	119	295	19
122	Q13200	P38764	0.44	886	129	396	490	14
1039	Q6PGP7	P17883	0.213511259383	1146	704	256	890	53
419	P53041	P53043	0.407786885246	480	52	199	281	8
1467	Q9H1D9	P32910	0.252427184466	298	37	78	220	11
2000	O14579	P40509	0.229090909091	261	82	63	198	14
171	Q9NTJ4	P22855	0.348973607038	995	133	357	638	28
1081	Q7L5A8	Q03529	0.31693989071	351	54	116	235	15
716	Q96AT9	P46969	0.550218340611	227	12	126	101	2
1313	Q13416	P32833	0.242026266417	510	177	129	381	23
762	P51149	P32939	0.625	205	5	130	75	3
769	Q9H9Y2	P38805	0.446308724832	289	66	133	156	9
1906	O75575	P47076	0.346456692913	124	61	44	80	3
418	Q13608	P33760	0.31045751634	883	244	285	598	35
1227	Q13190	Q01590	0.335483870968	299	97	104	195	11
422	Q6IA86	P42935	0.316730523627	751	112	248	503	32
962	O75478	Q02336	0.28801843318	423	31	125	298	11
1226	O75663	Q12199	0.348659003831	253	122	91	162	8
1127	Q9GZT8	P53081	0.340350877193	275	115	97	178	10
165	Q8IY37	Q04217	0.385819521179	1041	342	419	622	45
1340	Q9NWS8	Q05648	0.233516483516	351	161	85	266	13
363	Q9BXP2	P38329	0.315731573157	883	268	287	596	26
1324	Q9P2I0	Q12102	0.246648793566	713	215	184	529	33
1845	O95707	P38336	0.256756756757	210	79	57	153	12
91	P06576	P00830	0.735922330097	510	20	379	131	5
1072	P19388	P20434	0.42654028436	207	11	90	117	4
191	P43686	P33298	0.670616113744	418	10	283	135	4
133	Q9Y265	Q03940	0.678336980306	454	11	310	144	3
378	O95470	Q05567	0.372134038801	552	53	211	341	15
1750	Q9Y3C4	Q03705	0.292134831461	173	10	52	121	5
1509	O15235	P53732	0.474820143885	133	25	66	67	6
627	P78406	P40066	0.408219178082	358	17	149	209	7
350	P49366	P38791	0.554054054054	365	26	205	160	5
1500	Q16864	P39111	0.512605042017	115	7	61	54	4
549	P54886	P54885	0.403628117914	431	389	178	253	10
1861	Q9Y5K1	P23179	0.252010723861	355	84	94	261	18
199	P14868	P04802	0.560157790927	501	56	284	217	6
1165	P50747	P48445	0.276408450704	541	334	157	384	27
740	P48637	Q08220	0.35	466	33	168	298	14
1517	Q6DCA0	Q12012	0.333333333333	212	137	74	138	10
1892	Q9H3J6	Q05863	0.300699300699	135	51	43	92	8
737	Q9Y282	P39727	0.383419689119	376	46	148	228	10
1274	Q15526	P53266	0.292929292929	285	119	87	198	12
1258	P37198	P14907	0.244094488189	486	373	124	362	22
858	O43683	P41695	0.248152059134	897	312	235	662	50
1184	P43487	P41920	0.491124260355	163	76	83	80	6
1082	Q99447	P33412	0.343465045593	318	76	113	205	11
1282	Q969K4	P40560	0.28085106383	452	87	132	320	18
705	Q5F1R6	P53863	0.322519083969	501	119	169	332	23
119	Q7Z6Z7	Q03280	0.251681957187	3118	1406	823	2295	152
1330	Q96DW6	Q07534	0.329749103943	273	65	92	181	6
1807	Q9Y5R8	Q03630	0.292517006803	145	14	43	102	2
857	O00566	P47083	0.284297520661	581	112	172	409	24
1812	Q53F39	P40986	0.209718670077	371	145	82	289	20
595	Q99623	P50085	0.505050505051	291	27	150	141	6
821	P49720	P25451	0.533980582524	204	2	110	94	2
545	Q08AM6	Q06708	0.358187134503	665	332	245	420	19
1763	Q86UA1	Q03776	0.208092485549	493	227	108	385	26
1542	P62875	P22139	0.724637681159	67	3	50	17	2
1912	A4D1U4	P36090	0.240476190476	394	183	101	293	26
790	Q6R327	P40061	0.238260869565	1107	924	274	833	43
1030	Q96EY1	P35191	0.319383259912	436	119	145	291	18
1420	O14874	P40530	0.258883248731	382	42	102	280	12
1124	Q8N4J0	P53934	0.308988764045	343	123	110	233	13
144	O00429	P54861	0.469359331476	704	85	337	367	14
1284	Q9UGP8	P14906	0.25	581	261	153	428	31
1667	P61970	P33331	0.409448818898	123	6	52	71	4
358	O00487	P43588	0.652597402597	306	4	201	105	2
502	P35249	P40348	0.494318181818	345	26	174	171	7
227	Q9NSD9	P15624	0.469178082192	575	34	274	301	9
66	Q7Z2Z2	P53893	0.428433268859	1009	212	443	566	25
1922	P29084	P36145	0.214532871972	274	71	62	212	15
1347	Q8TEA8	Q07648	0.46357615894	149	61	70	79	2
424	P38935	P34243	0.361832061069	636	404	237	399	19
726	Q9Y2Z4	P48527	0.324152542373	462	45	153	309	10
1739	Q9Y2V7	P53959	0.2	629	238	132	497	31
143	O60832	P33322	0.635983263598	474	49	304	170	4
1170	P46060	P11745	0.303921568627	394	206	124	270	14
1304	Q9Y570	P38796	0.296610169492	340	106	105	235	14
459	Q92611	P38888	0.379432624113	542	369	214	328	22
1908	Q8IYI6	P38261	0.190217391304	531	416	105	426	21
1220	Q14181	P38121	0.252508361204	571	161	151	420	27
1698	Q8WWV3	P28625	0.248587570621	341	79	88	253	13
6	P24928	P04050	0.548387096774	1718	267	952	766	18
1728	O15212	P52553	0.418803418803	114	15	49	65	3
279	Q96TA2	P32795	0.408104196816	674	172	282	392	17
1020	Q9H981	Q12386	0.276666666667	578	349	166	412	22
425	Q9NRW7	P38932	0.36917562724	548	51	206	342	10
1120	Q8WWY3	P49704	0.262605042017	459	75	125	334	17
1783	Q9GZS1	Q01080	0.192214111922	396	42	79	317	15
884	P51955	P22209	0.387096774194	363	154	144	219	9
672	P60174	P00942	0.526104417671	247	40	131	116	2
135	P46459	P18759	0.450608930988	728	46	333	395	11
1543	Q9H1K0	P32609	0.234782608696	434	431	108	326	26
1917	Q9BV23	P53750	0.20979020979	274	79	60	214	12
1544	Q9BRP4	P53196	0.246753246753	366	77	95	271	19
1285	Q9NYV6	P36070	0.245704467354	565	148	143	422	17
123	P35998	P33299	0.744827586207	433	34	324	109	2
1560	Q9H063	P41910	0.249011857708	239	173	63	176	14
1293	P51948	Q03290	0.31	288	54	93	195	12
546	Q05932	Q08645	0.393129770992	505	125	206	299	19
483	Q9HCN4	P47122	0.483516483516	357	45	176	181	7
870	Q9BV10	P53730	0.330612244898	475	89	162	313	15
1537	Q9Y5N5	Q03920	0.339622641509	202	31	72	130	10
160	Q9NSE4	P48526	0.364197530864	946	122	354	592	26
1559	Q96AJ9	Q04338	0.307339449541	212	10	67	145	6
1730	Q6UX04	Q02770	0.264705882353	293	187	81	212	13
147	P62195	Q01939	0.733990147783	405	1	298	107	1
1972	P56589	P28795	0.203342618384	341	132	73	268	18
26	P42285	P47047	0.515699333968	1038	39	542	496	13
586	Q5H8A4	P40367	0.287671232877	755	303	231	524	48
1185	Q15070	P39952	0.30198019802	388	61	122	266	16
1936	O14737	Q04773	0.279069767442	124	22	36	88	5
195	P09622	P09624	0.55	491	26	275	216	9
46	O75533	P49955	0.487073422958	959	357	471	488	8
1287	Q9UBZ4	P38207	0.28	454	130	133	321	21
90	Q9Y2L1	Q08162	0.43829787234	921	117	412	509	19
1980	O95777	P47093	0.271739130435	90	25	25	65	2
1758	Q5VZE5	Q02197	0.2015625	611	236	129	482	29
1246	Q8WVC0	P38439	0.274336283186	431	268	124	307	21
550	Q9H3H5	P07286	0.410194174757	406	44	169	237	6
251	P50990	P47079	0.463898916968	545	26	257	288	9
1913	O15431	P38865	0.305084745763	170	39	54	116	7
1505	Q9Y2Z0	Q08446	0.263473053892	320	120	88	232	14
611	P40938	P38251	0.437142857143	344	22	153	191	6
531	Q9UNQ0	P25371	0.324031007752	630	444	209	421	15
1628	Q9Y2B2	P23797	0.302681992337	248	60	79	169	13
69	Q9NTJ3	Q12267	0.38046875	1253	200	487	766	27
1414	Q9UHY7	P32626	0.356828193833	218	52	81	137	9
1389	P61758	P48363	0.373684210526	185	26	71	114	5
1820	Q8IWL3	P53193	0.245714285714	168	83	43	125	7
1829	Q9UHB9	P38687	0.219081272085	542	142	124	418	24
1190	P62910	P38061	0.598484848485	130	5	79	51	2
808	Q5T2R2	P18900	0.358695652174	362	164	132	230	6
991	Q9UNM6	Q04062	0.301837270341	372	25	115	257	9
1	Q6P2Q9	P33334	0.620763620764	2317	114	1447	870	14
1323	Q9UMS0	P32860	0.370044052863	216	78	84	132	11
323	P50579	P38174	0.536992840095	412	75	225	187	7
976	Q58A45	P36102	0.260089686099	641	284	174	467	28
836	Q92979	Q06287	0.51012145749	241	14	126	115	6
