Record number	ORF	Batch	Collection	Plate	Row	Col	Comment
33384	YBR244W	chr2_4	Hom Dip	28	D	10	
33385	YBR245C	chr2_4	Hom Dip	28	D	11	
33385	YBR245C	chr2_4	Hom Dip	28	D	12	Uncharacterized content
33386	YBR246W	chr2_4	Hom Dip	28	E	1	
33388	YBR248C	chr2_4	Hom Dip	28	E	2	
33389	YBR249C	chr2_4	Hom Dip	28	E	3	
33390	YBR250W	chr2_4	Hom Dip	28	E	4	
33391	YBR251W	chr2_4	Hom Dip	28	E	5	Uncharacterized content
33395	YBR255W	chr2_4	Hom Dip	28	E	6	
33398	YBR258C	chr2_4	Hom Dip	28	E	7	
33399	YBR259W	chr2_4	Hom Dip	28	E	8	
33400	YBR260C	chr2_4	Hom Dip	28	E	9	
33401	YBR261C	chr2_4	Hom Dip	28	E	10	
33402	YBR262C	chr2_4	Hom Dip	28	E	11	
33403	YBR263W	chr2_4	Hom Dip	28	E	12	
33404	YBR264C	chr2_4	Hom Dip	28	F	1	
33406	YBR266C	chr2_4	Hom Dip	28	F	2	Uncharacterized content
33407	YBR267W	chr2_4	Hom Dip	28	F	3	Uncharacterized content
33408	YBR268W	chr2_4	Hom Dip	28	F	4	Uncharacterized content
33409	YCL001W	chr3_1	Hom Dip	28	F	5	
33410	YCL002C	chr3_1	Hom Dip	28	F	6	
33413	YCL005W	chr3_1	Hom Dip	28	F	7	
33415	YCL007C	chr3_1	Hom Dip	28	F	8	
33416	YCL008C	chr3_1	Hom Dip	28	F	9	
33417	YCL009C	chr3_1	Hom Dip	28	F	10	
33418	YCL010C	chr3_1	Hom Dip	28	F	11	
33419	YCL011C	chr3_1	Hom Dip	28	F	12	
33420	YCL012W	chr3_1	Hom Dip	28	G	1	
33421	YCL013W	chr3_1	Hom Dip	28	G	2	
33422	YCL014W	chr3_1	Hom Dip	28	G	3	
33423	YCL016C	chr3_1	Hom Dip	28	G	4	
33431	YCL024W	chr3_1	Hom Dip	28	G	5	
33432	YCL025C	chr3_1	Hom Dip	28	G	6	
33433	YCL026C	chr3_1	Hom Dip	28	G	7	
33434	YCL027W	chr3_1	Hom Dip	28	G	8	
33435	YCL028W	chr3_1	Hom Dip	28	G	9	
33436	YCL029C	chr3_1	Hom Dip	28	G	10	
33437	YCL030C	chr3_1	Hom Dip	28	G	11	
33439	YCL032W	chr3_1	Hom Dip	28	G	12	
33440	YCL033C	chr3_1	Hom Dip	28	H	1	
33441	YCL034W	chr3_1	Hom Dip	28	H	2	
33443	YCL036W	chr3_1	Hom Dip	28	H	3	
33444	YCL037C	chr3_1	Hom Dip	28	H	4	
33446	YCL039W	chr3_1	Hom Dip	28	H	5	
33447	YCL040W	chr3_1	Hom Dip	28	H	6	
33449	YCL042W	chr3_1	Hom Dip	28	H	7	
33451	YCL044C	chr3_1	Hom Dip	28	H	8	
33452	YCL045C	chr3_1	Hom Dip	28	H	9	
33453	YCL046W	chr3_1	Hom Dip	28	H	10	
33454	YCL047C	chr3_1	Hom Dip	28	H	11	
33455	YCL048W	chr3_1	Hom Dip	28	H	12	
33456	YCL049C	chr3_1	Hom Dip	29	A	1	
33457	YCL050C	chr3_1	Hom Dip	29	A	2	
33458	YCL051W	chr3_1	Hom Dip	29	A	3	
33462	YCL055W	chr3_1	Hom Dip	29	A	4	
33463	YCL056C	chr3_1	Hom Dip	29	A	5	
33464	YCL057W	chr3_1	Hom Dip	29	A	6	
33467	YCL060C	chr3_1	Hom Dip	29	A	7	
33468	YCL061C	chr3_1	Hom Dip	29	A	8	
33469	YCL062W	chr3_1	Hom Dip	29	A	9	
33470	YCL063W	chr3_1	Hom Dip	29	A	10	
33471	YCL064C	chr3_1	Hom Dip	29	A	11	
33476	YCL069W	chr3_1	Hom Dip	29	A	12	
33481	YCR001W	chr3_1	Hom Dip	29	B	1	
33482	YCR002C	chr3_1	Hom Dip	29	B	2	
33483	YCR003W	chr3_1	Hom Dip	29	B	3	Uncharacterized content
33484	YCR004C	chr3_1	Hom Dip	29	B	4	
33485	YCR005C	chr3_1	Hom Dip	29	B	5	
33486	YCR006C	chr3_1	Hom Dip	29	B	6	
33487	YCR007C	chr3_1	Hom Dip	29	B	7	
33488	YCR008W	chr3_1	Hom Dip	29	B	8	
33489	YCR009C	chr3_1	Hom Dip	29	B	9	
33490	YCR010C	chr3_1	Hom Dip	29	B	10	
33491	YCR011C	chr3_1	Hom Dip	29	B	11	
33494	YCR014C	chr3_1	Hom Dip	29	B	12	
33495	YCR015C	chr3_1	Hom Dip	29	C	1	
33496	YCR016W	chr3_1	Hom Dip	29	C	2	
33497	YCR017C	chr3_1	Hom Dip	29	C	3	
33499	YCR019W	chr3_1	Hom Dip	29	C	4	
33500	YCR020C	chr3_1	Hom Dip	29	C	6	
33501	YCR020C-A	chr3_1	Hom Dip	29	C	7	
33502	YCR021C	chr3_1	Hom Dip	29	C	8	
33503	YCR022C	chr3_1	Hom Dip	29	C	9	
33504	YCR023C	chr3_1	Hom Dip	29	C	10	
33889	YDL191W	chr4_3	Hom Dip	29	C	11	
33890	YDL192W	chr4_3	Hom Dip	29	C	12	
33895	YDL197C	chr4_3	Hom Dip	29	D	1	
33896	YDL198C	chr4_3	Hom Dip	29	D	2	Uncharacterized content
33897	YDL199C	chr4_3	Hom Dip	29	D	3	
33898	YDL200C	chr4_3	Hom Dip	29	D	4	
33899	YDL201W	chr4_3	Hom Dip	29	D	5	
33900	YDL202W	chr4_3	Hom Dip	29	D	6	Uncharacterized content
33901	YDL203C	chr4_3	Hom Dip	29	D	7	
33902	YDL204W	chr4_3	Hom Dip	29	D	8	
	YDL205C		Hom Dip	29	D	9	Uncharacterized content
33904	YDL206W	chr4_3	Hom Dip	29	D	10	
33908	YDL210W	chr4_3	Hom Dip	29	D	11	
33909	YDL211C	chr4_3	Hom Dip	29	D	12	
33911	YDL213C	chr4_3	Hom Dip	29	E	1	
33912	YDL214C	chr4_3	Hom Dip	29	E	2	
33913	YDL215C	chr4_3	Hom Dip	29	E	3	
33914	YDL216C	chr4_3	Hom Dip	29	E	4	
33916	YDL218W	chr4_3	Hom Dip	29	E	5	
33917	YDL219W	chr4_3	Hom Dip	29	E	6	
33920	YDL222C	chr4_3	Hom Dip	29	E	7	
33921	YDL223C	chr4_3	Hom Dip	29	E	8	
33922	YDL224C	chr4_3	Hom Dip	29	E	9	
33923	YDL225W	chr4_3	Hom Dip	29	E	10	
33924	YDL226C	chr4_3	Hom Dip	29	E	11	
33925	YDL227C	chr4_3	Hom Dip	29	E	12	
33926	YDL229W	chr4_3	Hom Dip	29	F	1	
33927	YDL230W	chr4_3	Hom Dip	29	F	2	
33928	YDL231C	chr4_3	Hom Dip	29	F	3	
33929	YDL232W	chr4_3	Hom Dip	29	F	4	
33930	YDL233W	chr4_3	Hom Dip	29	F	5	
33931	YDL234C	chr4_3	Hom Dip	29	F	6	
33933	YDL236W	chr4_3	Hom Dip	29	F	7	
33934	YDL237W	chr4_3	Hom Dip	29	F	8	
33935	YDL238C	chr4_3	Hom Dip	29	F	9	
33936	YDL239C	chr4_3	Hom Dip	29	F	10	
33937	YDL240W	chr4_3	Hom Dip	29	F	11	
33938	YDL241W	chr4_3	Hom Dip	29	F	12	
33939	YDL242W	chr4_3	Hom Dip	29	G	1	
33940	YDL243C	chr4_3	Hom Dip	29	G	2	
33941	YDR001C	chr4_3	Hom Dip	29	G	3	
33943	YDR003W	chr4_3	Hom Dip	29	G	4	
33944	YDR004W	chr4_3	Hom Dip	29	G	5	
33945	YDR005C	chr4_3	Hom Dip	29	G	6	
33946	YDR006C	chr4_3	Hom Dip	29	G	7	
33948	YDR008C	chr4_3	Hom Dip	29	G	8	
33949	YDR009W	chr4_3	Hom Dip	29	G	9	
33950	YDR010C	chr4_3	Hom Dip	29	G	10	
33951	YDR011W	chr4_3	Hom Dip	29	G	11	
33953	YDR014W	chr4_3	Hom Dip	29	G	12	
33954	YDR015C	chr4_3	Hom Dip	29	H	1	
33956	YDR017C	chr4_3	Hom Dip	29	H	2	
33957	YDR018C	chr4_3	Hom Dip	29	H	3	
33958	YDR019C	chr4_3	Hom Dip	29	H	4	
33959	YDR020C	chr4_3	Hom Dip	29	H	5	
33961	YDR022C	chr4_3	Hom Dip	29	H	6	
33963	YDR024W	chr4_3	Hom Dip	29	H	7	
33964	YDR025W	chr4_3	Hom Dip	29	H	8	
33965	YDR026C	chr4_3	Hom Dip	29	H	9	
33966	YDR027C	chr4_3	Hom Dip	29	H	10	Uncharacterized content
33967	YDR028C	chr4_3	Hom Dip	29	H	11	
33968	YDR029W	chr4_3	Hom Dip	29	H	12	
33969	YDR030C	chr4_3	Hom Dip	30	A	1	
33970	YDR031W	chr4_3	Hom Dip	30	A	2	
33971	YDR032C	chr4_3	Hom Dip	30	A	3	
33972	YDR033W	chr4_3	Hom Dip	30	A	4	
33973	YDR034C	chr4_3	Hom Dip	30	A	5	
33974	YDR035W	chr4_3	Hom Dip	30	A	6	
33975	YDR036C	chr4_3	Hom Dip	30	A	7	
33978	YDR042C	chr4_3	Hom Dip	30	A	8	
33979	YDR043C	chr4_3	Hom Dip	30	A	9	
33982	YDR046C	chr4_3	Hom Dip	30	A	10	
33985	YDR049W	chr4_4	Hom Dip	30	A	11	
33987	YDR051C	chr4_4	Hom Dip	30	A	12	
33991	YDR055W	chr4_4	Hom Dip	30	B	1	
33992	YDR056C	chr4_4	Hom Dip	30	B	2	
33993	YDR057W	chr4_4	Hom Dip	30	B	3	
33994	YDR059C	chr4_4	Hom Dip	30	B	4	
33996	YDR061W	chr4_4	Hom Dip	30	B	5	
33998	YDR063W	chr4_4	Hom Dip	30	B	6	
34000	YDR065W	chr4_4	Hom Dip	30	B	7	Uncharacterized content
34001	YDR066C	chr4_4	Hom Dip	30	B	8	
34002	YDR067C	chr4_4	Hom Dip	30	B	9	
34003	YDR068W	chr4_4	Hom Dip	30	B	10	
34004	YDR069C	chr4_4	Hom Dip	30	B	11	Uncharacterized content
34005	YDR070C	chr4_4	Hom Dip	30	B	12	
34007	YDR072C	chr4_4	Hom Dip	30	C	1	
34008	YDR073W	chr4_4	Hom Dip	30	C	2	
34010	YDR075W	chr4_4	Hom Dip	30	C	3	
34011	YDR076W	chr4_4	Hom Dip	30	C	4	
34012	YDR077W	chr4_4	Hom Dip	30	C	5	
34013	YDR078C	chr4_4	Hom Dip	30	C	7	
34014	YDR079W	chr4_4	Hom Dip	30	C	8	Uncharacterized content
34015	YDR080W	chr4_4	Hom Dip	30	C	9	
34018	YDR083W	chr4_4	Hom Dip	30	C	10	
34019	YDR084C	chr4_4	Hom Dip	30	C	11	
34020	YDR085C	chr4_4	Hom Dip	30	C	12	
34024	YDR089W	chr4_4	Hom Dip	30	D	1	
34025	YDR090C	chr4_4	Hom Dip	30	D	2	
34027	YDR092W	chr4_4	Hom Dip	30	D	3	
34028	YDR093W	chr4_4	Hom Dip	30	D	4	
34029	YDR094W	chr4_4	Hom Dip	30	D	5	
34030	YDR095C	chr4_4	Hom Dip	30	D	6	
34031	YDR096W	chr4_4	Hom Dip	30	D	7	
34032	YDR097C	chr4_4	Hom Dip	30	D	8	
34033	YDR098C	chr4_4	Hom Dip	30	D	9	
34034	YDR099W	chr4_4	Hom Dip	30	D	10	
34035	YDR100W	chr4_4	Hom Dip	30	D	11	
34036	YDR101C	chr4_4	Hom Dip	30	D	12	
34037	YDR102C	chr4_4	Hom Dip	30	E	1	
34039	YDR104C	chr4_4	Hom Dip	30	E	2	
34040	YDR105C	chr4_4	Hom Dip	30	E	3	
34041	YDR107C	chr4_4	Hom Dip	30	E	4	
34042	YDR108W	chr4_4	Hom Dip	30	E	5	
34043	YDR109C	chr4_4	Hom Dip	30	E	6	
34044	YDR110W	chr4_4	Hom Dip	30	E	7	
34045	YDR111C	chr4_4	Hom Dip	30	E	8	
34046	YDR112W	chr4_4	Hom Dip	30	E	9	
34048	YDR114C	chr4_4	Hom Dip	30	E	10	Uncharacterized content
34049	YDR115W	chr4_4	Hom Dip	30	E	11	Uncharacterized content
34050	YDR116C	chr4_4	Hom Dip	30	E	12	
34051	YDR117C	chr4_4	Hom Dip	30	F	1	
34053	YDR119W	chr4_4	Hom Dip	30	F	2	
34054	YDR120C	chr4_4	Hom Dip	30	F	3	
34055	YDR121W	chr4_4	Hom Dip	30	F	4	
34056	YDR122W	chr4_4	Hom Dip	30	F	5	
34057	YDR123C	chr4_4	Hom Dip	30	F	6	
34058	YDR124W	chr4_4	Hom Dip	30	F	7	
34059	YDR125C	chr4_4	Hom Dip	30	F	8	
34060	YDR126W	chr4_4	Hom Dip	30	F	9	
34061	YDR127W	chr4_4	Hom Dip	30	F	10	
34062	YDR128W	chr4_4	Hom Dip	30	F	11	
34063	YDR129C	chr4_4	Hom Dip	30	F	12	
34064	YDR130C	chr4_4	Hom Dip	30	G	1	
34065	YDR131C	chr4_4	Hom Dip	30	G	2	
34066	YDR132C	chr4_4	Hom Dip	30	G	3	
34067	YDR133C	chr4_4	Hom Dip	30	G	4	
34068	YDR134C	chr4_4	Hom Dip	30	G	5	
34069	YDR135C	chr4_4	Hom Dip	30	G	6	
34070	YDR136C	chr4_4	Hom Dip	30	G	7	
34071	YDR137W	chr4_4	Hom Dip	30	G	8	
34072	YDR138W	chr4_4	Hom Dip	30	G	9	
34073	YDR139C	chr4_4	Hom Dip	30	G	10	
34074	YDR140W	chr4_4	Hom Dip	30	G	11	Uncharacterized content
34076	YDR142C	chr4_4	Hom Dip	30	G	12	
34077	YDR143C	chr4_4	Hom Dip	30	H	1	
34078	YDR144C	chr4_4	Hom Dip	30	H	2	
34080	YDR146C	chr4_4	Hom Dip	30	H	3	
33505	YDR147W	chr4_5	Hom Dip	30	H	4	
33506	YDR148C	chr4_5	Hom Dip	30	H	5	Uncharacterized content
33507	YDR149C	chr4_5	Hom Dip	30	H	6	
33508	YDR150W	chr4_5	Hom Dip	30	H	7	
33509	YDR151C	chr4_5	Hom Dip	30	H	8	
33510	YDR152W	chr4_5	Hom Dip	30	H	9	
33511	YDR153C	chr4_5	Hom Dip	30	H	10	
33512	YDR154C	chr4_5	Hom Dip	30	H	11	
33513	YDR155C	chr4_5	Hom Dip	30	H	12	
33514	YDR156W	chr4_5	Hom Dip	31	A	1	
33515	YDR157W	chr4_5	Hom Dip	31	A	2	
33516	YDR158W	chr4_5	Hom Dip	31	A	3	
33517	YDR159W	chr4_5	Hom Dip	31	A	4	
33519	YDR161W	chr4_5	Hom Dip	31	A	5	
33520	YDR162C	chr4_5	Hom Dip	31	A	6	
33521	YDR163W	chr4_5	Hom Dip	31	A	7	
33523	YDR165W	chr4_5	Hom Dip	31	A	8	
33527	YDR169C	chr4_5	Hom Dip	31	A	9	
33529	YDR171W	chr4_5	Hom Dip	31	A	10	
33531	YDR173C	chr4_5	Hom Dip	31	A	11	
33533	YDR175C	chr4_5	Hom Dip	31	A	12	Uncharacterized content
33534	YDR176W	chr4_5	Hom Dip	31	B	1	
33536	YDR178W	chr4_5	Hom Dip	31	B	2	
33537	YDR179C	chr4_5	Hom Dip	31	B	3	
33538	YDR179W-A	chr4_5	Hom Dip	31	B	4	
33540	YDR181C	chr4_5	Hom Dip	31	B	5	
33542	YDR183W	chr4_5	Hom Dip	31	B	6	
33543	YDR184C	chr4_5	Hom Dip	31	B	7	
33544	YDR185C	chr4_5	Hom Dip	31	B	8	
33545	YDR186C	chr4_5	Hom Dip	31	B	9	
33550	YDR191W	chr4_5	Hom Dip	31	B	10	
33551	YDR192C	chr4_5	Hom Dip	31	B	11	
33552	YDR193W	chr4_5	Hom Dip	31	B	12	
33553	YDR194C	chr4_5	Hom Dip	31	C	1	Uncharacterized content
33554	YDR195W	chr4_5	Hom Dip	31	C	2	Uncharacterized content
33556	YDR197W	chr4_5	Hom Dip	31	C	3	Uncharacterized content
33557	YDR198C	chr4_5	Hom Dip	31	C	4	
33558	YDR199W	chr4_5	Hom Dip	31	C	5	
33559	YDR200C	chr4_5	Hom Dip	31	C	6	
33562	YDR203W	chr4_5	Hom Dip	31	C	8	
33563	YDR204W	chr4_5	Hom Dip	31	C	9	Uncharacterized content
33565	YDR206W	chr4_5	Hom Dip	31	C	10	
33566	YDR207C	chr4_5	Hom Dip	31	C	11	
33568	YDR209C	chr4_5	Hom Dip	31	C	12	
33569	YDR210W	chr4_5	Hom Dip	31	D	1	
33572	YDR213W	chr4_5	Hom Dip	31	D	2	
33573	YDR214W	chr4_5	Hom Dip	31	D	3	
33574	YDR215C	chr4_5	Hom Dip	31	D	4	
33575	YDR216W	chr4_5	Hom Dip	31	D	5	
33576	YDR217C	chr4_5	Hom Dip	31	D	6	
33577	YDR218C	chr4_5	Hom Dip	31	D	7	
33578	YDR219C	chr4_5	Hom Dip	31	D	8	
33579	YDR220C	chr4_5	Hom Dip	31	D	9	
33580	YDR221W	chr4_5	Hom Dip	31	D	10	
33581	YDR222W	chr4_5	Hom Dip	31	D	11	
33582	YDR223W	chr4_5	Hom Dip	31	D	12	
33584	YDR225W	chr4_5	Hom Dip	31	E	1	
33585	YDR226W	chr4_5	Hom Dip	31	E	2	Uncharacterized content
33588	YDR229W	chr4_5	Hom Dip	31	E	3	
33589	YDR230W	chr4_5	Hom Dip	31	E	4	Uncharacterized content
33590	YDR231C	chr4_5	Hom Dip	31	E	5	Uncharacterized content
33592	YDR233C	chr4_5	Hom Dip	31	E	6	
33593	YDR234W	chr4_5	Hom Dip	31	E	7	
33596	YDR237W	chr4_5	Hom Dip	31	E	8	Uncharacterized content
33598	YDR239C	chr4_5	Hom Dip	31	E	9	
33600	YDR241W	chr4_5	Hom Dip	31	E	10	
33603	YDR244W	chr4_6	Hom Dip	31	E	11	
33604	YDR245W	chr4_6	Hom Dip	31	E	12	
33606	YDR247W	chr4_6	Hom Dip	31	F	1	
33607	YDR248C	chr4_6	Hom Dip	31	F	2	
33608	YDR249C	chr4_6	Hom Dip	31	F	3	
33609	YDR250C	chr4_6	Hom Dip	31	F	4	
33610	YDR251W	chr4_6	Hom Dip	31	F	5	
33611	YDR252W	chr4_6	Hom Dip	31	F	6	
33612	YDR253C	chr4_6	Hom Dip	31	F	7	
33613	YDR254W	chr4_6	Hom Dip	31	F	8	
33614	YDR255C	chr4_6	Hom Dip	31	F	9	
33615	YDR256C	chr4_6	Hom Dip	31	F	10	
33616	YDR257C	chr4_6	Hom Dip	31	F	11	
33617	YDR258C	chr4_6	Hom Dip	31	F	12	
33618	YDR259C	chr4_6	Hom Dip	31	G	1	
33619	YDR260C	chr4_6	Hom Dip	31	G	2	
33620	YDR261C	chr4_6	Hom Dip	31	G	3	
33621	YDR262W	chr4_6	Hom Dip	31	G	4	
33622	YDR263C	chr4_6	Hom Dip	31	G	5	
33623	YDR264C	chr4_6	Hom Dip	31	G	6	
33624	YDR265W	chr4_6	Hom Dip	31	G	7	
33625	YDR266C	chr4_6	Hom Dip	31	G	8	
33627	YDR268W	chr4_6	Hom Dip	31	G	9	Uncharacterized content
33629	YDR270W	chr4_6	Hom Dip	31	G	10	
33631	YDR272W	chr4_6	Hom Dip	31	G	11	
33632	YDR273W	chr4_6	Hom Dip	31	G	12	
33633	YDR274C	chr4_6	Hom Dip	31	H	1	
33634	YDR275W	chr4_6	Hom Dip	31	H	2	
33635	YDR276C	chr4_6	Hom Dip	31	H	3	
33636	YDR277C	chr4_6	Hom Dip	31	H	4	
33637	YDR278C	chr4_6	Hom Dip	31	H	5	
33638	YDR279W	chr4_6	Hom Dip	31	H	6	
33640	YDR281C	chr4_6	Hom Dip	31	H	7	
33641	YDR282C	chr4_6	Hom Dip	31	H	8	
33642	YDR283C	chr4_6	Hom Dip	31	H	9	
33643	YDR284C	chr4_6	Hom Dip	31	H	10	
33644	YDR285W	chr4_6	Hom Dip	31	H	11	
33645	YDR286C	chr4_6	Hom Dip	31	H	12	
33646	YDR287W	chr4_6	Hom Dip	32	A	1	
33648	YDR289C	chr4_6	Hom Dip	32	A	2	
33650	YDR291W	chr4_6	Hom Dip	32	A	3	
33652	YDR293C	chr4_6	Hom Dip	32	A	4	
33653	YDR294C	chr4_6	Hom Dip	32	A	5	
33654	YDR295C	chr4_6	Hom Dip	32	A	6	
33655	YDR296W	chr4_6	Hom Dip	32	A	7	Uncharacterized content
33656	YDR297W	chr4_6	Hom Dip	32	A	8	
33657	YDR298C	chr4_6	Hom Dip	32	A	9	Uncharacterized content
33659	YDR300C	chr4_6	Hom Dip	32	A	10	
33663	YDR304C	chr4_6	Hom Dip	32	A	11	
33664	YDR305C	chr4_6	Hom Dip	32	A	12	
33665	YDR306C	chr4_6	Hom Dip	32	B	1	
33666	YDR307W	chr4_6	Hom Dip	32	B	2	
33668	YDR309C	chr4_6	Hom Dip	32	B	3	
33669	YDR310C	chr4_6	Hom Dip	32	B	4	
33671	YDR312W	chr4_6	Hom Dip	32	B	5	
33672	YDR313C	chr4_6	Hom Dip	32	B	6	
33673	YDR314C	chr4_6	Hom Dip	32	B	7	
33674	YDR315C	chr4_6	Hom Dip	32	B	8	
33675	YDR316W	chr4_6	Hom Dip	32	B	9	
33676	YDR317W	chr4_6	Hom Dip	32	B	10	
33677	YDR318W	chr4_6	Hom Dip	32	B	11	
33678	YDR319C	chr4_6	Hom Dip	32	B	12	
33679	YDR320C	chr4_6	Hom Dip	32	C	1	
33680	YDR321W	chr4_6	Hom Dip	32	C	2	
33681	YDR322W	chr4_6	Hom Dip	32	C	3	Uncharacterized content
33682	YDR323C	chr4_6	Hom Dip	32	C	4	
33688	YDR329C	chr4_6	Hom Dip	32	C	5	
33689	YDR330W	chr4_6	Hom Dip	32	C	6	
33691	YDR332W	chr4_6	Hom Dip	32	C	7	Uncharacterized content
33692	YDR333C	chr4_6	Hom Dip	32	C	9	
33693	YDR334W	chr4_6	Hom Dip	32	C	10	
33694	YDR335W	chr4_6	Hom Dip	32	C	11	
33695	YDR336W	chr4_6	Hom Dip	32	C	12	
33696	YDR337W	chr4_6	Hom Dip	32	D	1	Uncharacterized content
34177	YDR338C	chr4_7	Hom Dip	32	D	2	
34179	YDR340W	chr4_7	Hom Dip	32	D	3	
34181	YDR344C	chr4_7	Hom Dip	32	D	4	
34182	YDR345C	chr4_7	Hom Dip	32	D	5	
34183	YDR346C	chr4_7	Hom Dip	32	D	6	
34184	YDR347W	chr4_7	Hom Dip	32	D	7	Uncharacterized content
34185	YDR348C	chr4_7	Hom Dip	32	D	8	
34186	YDR349C	chr4_7	Hom Dip	32	D	9	
34187	YDR350C	chr4_7	Hom Dip	32	D	10	
34188	YDR351W	chr4_7	Hom Dip	32	D	11	
34189	YDR352W	chr4_7	Hom Dip	32	D	12	
34191	YDR354W	chr4_7	Hom Dip	32	E	1	
34194	YDR357C	chr4_7	Hom Dip	32	E	2	
34195	YDR358W	chr4_7	Hom Dip	32	E	3	
34196	YDR359C	chr4_7	Hom Dip	32	E	4	
34197	YDR360W	chr4_7	Hom Dip	32	E	5	
34200	YDR363W	chr4_7	Hom Dip	32	E	6	
34204	YDR368W	chr4_7	Hom Dip	32	E	7	
34205	YDR369C	chr4_7	Hom Dip	32	E	8	
34206	YDR370C	chr4_7	Hom Dip	32	E	9	
34207	YDR371W	chr4_7	Hom Dip	32	E	10	
34208	YDR372C	chr4_7	Hom Dip	32	E	11	
34210	YDR374C	chr4_7	Hom Dip	32	E	12	
34211	YDR375C	chr4_7	Hom Dip	32	F	1	Uncharacterized content
34213	YDR377W	chr4_7	Hom Dip	32	F	2	Uncharacterized content
34214	YDR378C	chr4_7	Hom Dip	32	F	3	
34215	YDR379W	chr4_7	Hom Dip	32	F	4	
34216	YDR380W	chr4_7	Hom Dip	32	F	5	
34218	YDR382W	chr4_7	Hom Dip	32	F	6	
34219	YDR383C	chr4_7	Hom Dip	32	F	7	
34220	YDR384C	chr4_7	Hom Dip	32	F	8	
34221	YDR385W	chr4_7	Hom Dip	32	F	9	
34222	YDR386W	chr4_7	Hom Dip	32	F	10	
34223	YDR387C	chr4_7	Hom Dip	32	F	11	
34224	YDR388W	chr4_7	Hom Dip	32	F	12	
34225	YDR389W	chr4_7	Hom Dip	32	G	1	
34227	YDR391C	chr4_7	Hom Dip	32	G	2	
34228	YDR392W	chr4_7	Hom Dip	32	G	3	
34229	YDR393W	chr4_7	Hom Dip	32	G	4	
34231	YDR395W	chr4_7	Hom Dip	32	G	5	
34235	YDR399W	chr4_7	Hom Dip	32	G	6	
34236	YDR400W	chr4_7	Hom Dip	32	G	7	
34237	YDR401W	chr4_7	Hom Dip	32	G	8	
34238	YDR402C	chr4_7	Hom Dip	32	G	9	
34239	YDR403W	chr4_7	Hom Dip	32	G	10	
34241	YDR405W	chr4_7	Hom Dip	32	G	11	Uncharacterized content
34242	YDR406W	chr4_7	Hom Dip	32	G	12	
34244	YDR408C	chr4_7	Hom Dip	32	H	1	Uncharacterized content
34245	YDR409W	chr4_7	Hom Dip	32	H	2	
34247	YDR411C	chr4_7	Hom Dip	32	H	3	
34250	YDR414C	chr4_7	Hom Dip	32	H	4	
34251	YDR415C	chr4_7	Hom Dip	32	H	5	
34254	YDR418W	chr4_7	Hom Dip	32	H	6	
34255	YDR419W	chr4_7	Hom Dip	32	H	7	
34256	YDR420W	chr4_7	Hom Dip	32	H	8	
34257	YDR421W	chr4_7	Hom Dip	32	H	9	
34258	YDR422C	chr4_7	Hom Dip	32	H	10	
34259	YDR423C	chr4_7	Hom Dip	32	H	11	
34261	YDR425W	chr4_7	Hom Dip	32	H	12	
34262	YDR426C	chr4_7	Hom Dip	33	A	1	
34264	YDR428C	chr4_7	Hom Dip	33	A	2	
34266	YDR430C	chr4_7	Hom Dip	33	A	3	
34267	YDR431W	chr4_7	Hom Dip	33	A	4	
34268	YDR432W	chr4_7	Hom Dip	33	A	5	
34269	YDR433W	chr4_7	Hom Dip	33	A	6	
34271	YDR435C	chr4_7	Hom Dip	33	A	7	
34272	YDR436W	chr4_7	Hom Dip	33	A	8	
30241	YEL001C	chr5_2	Hom Dip	33	A	9	
30243	YEL003W	chr5_2	Hom Dip	33	A	10	
30244	YEL004W	chr5_2	Hom Dip	33	A	11	
30245	YEL005C	chr5_2	Hom Dip	33	A	12	
30246	YEL006W	chr5_2	Hom Dip	33	B	1	
30247	YEL007W	chr5_2	Hom Dip	33	B	2	
30248	YEL008W	chr5_2	Hom Dip	33	B	3	
30249	YEL009C	chr5_2	Hom Dip	33	B	4	
30250	YEL010W	chr5_2	Hom Dip	33	B	5	
30253	YEL013W	chr5_2	Hom Dip	33	B	6	
30254	YEL014C	chr5_2	Hom Dip	33	B	7	
30255	YEL015W	chr5_2	Hom Dip	33	B	8	
30256	YEL016C	chr5_2	Hom Dip	33	B	9	
30257	YEL017C-A	chr5_2	Hom Dip	33	B	10	
30258	YEL017W	chr5_2	Hom Dip	33	B	11	
30259	YEL018W	chr5_2	Hom Dip	33	B	12	
30261	YEL020C	chr5_2	Hom Dip	33	C	1	
30264	YEL023C	chr5_2	Hom Dip	33	C	2	
30265	YEL024W	chr5_2	Hom Dip	33	C	3	Uncharacterized content
30266	YEL025C	chr5_2	Hom Dip	33	C	4	
30268	YEL027W	chr5_2	Hom Dip	33	C	5	
30269	YEL028W	chr5_2	Hom Dip	33	C	6	
30270	YEL029C	chr5_2	Hom Dip	33	C	7	Uncharacterized content
30271	YEL030W	chr5_2	Hom Dip	33	C	8	
30272	YEL031W	chr5_2	Hom Dip	33	C	10	
30274	YEL033W	chr5_2	Hom Dip	33	C	11	Uncharacterized content
30277	YEL036C	chr5_2	Hom Dip	33	C	12	
30278	YEL037C	chr5_2	Hom Dip	33	D	1	
30279	YEL038W	chr5_2	Hom Dip	33	D	2	
30280	YEL039C	chr5_2	Hom Dip	33	D	3	
30281	YEL040W	chr5_2	Hom Dip	33	D	4	
